Time,REMONI_VENTILATION:DesPer 1:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 1:Des Heat Cap [W],REMONI_VENTILATION:DesPer 1:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 1:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 1:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 2:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 2:Des Heat Cap [W],REMONI_VENTILATION:DesPer 2:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 2:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 2:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 3:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 3:Des Heat Cap [W],REMONI_VENTILATION:DesPer 3:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 3:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 3:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 4:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 4:Des Heat Cap [W],REMONI_VENTILATION:DesPer 4:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 4:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 4:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 5:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 5:Des Heat Cap [W],REMONI_VENTILATION:DesPer 5:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 5:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 5:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 6:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 6:Des Heat Cap [W],REMONI_VENTILATION:DesPer 6:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 6:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 6:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 7:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 7:Des Heat Cap [W],REMONI_VENTILATION:DesPer 7:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 7:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 7:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 8:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 8:Des Heat Cap [W],REMONI_VENTILATION:DesPer 8:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 8:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 8:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer 9:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer 9:Des Heat Cap [W],REMONI_VENTILATION:DesPer 9:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer 9:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer 9:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer10:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer10:Des Heat Cap [W],REMONI_VENTILATION:DesPer10:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer10:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer10:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer11:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer11:Des Heat Cap [W],REMONI_VENTILATION:DesPer11:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer11:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer11:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer12:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer12:Des Heat Cap [W],REMONI_VENTILATION:DesPer12:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer12:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer12:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer13:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer13:Des Heat Cap [W],REMONI_VENTILATION:DesPer13:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer13:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer13:Des Tot Cool Cap [W],REMONI_VENTILATION:DesPer14:Des Heat Mass Flow [kg/s],REMONI_VENTILATION:DesPer14:Des Heat Cap [W],REMONI_VENTILATION:DesPer14:Des Cool Mass Flow [kg/s],REMONI_VENTILATION:DesPer14:Des Sens Cool Cap [W],REMONI_VENTILATION:DesPer14:Des Tot Cool Cap [W]
00:15:00,1.526945E+00,3.590411E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.661687E+00,4.307982E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.682457E-01,9.858845E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.386112E-01,9.016737E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.422919E+00,3.059842E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.529280E+00,3.580535E+04,5.440203E-01,0.000000E+00,0.000000E+00,6.826591E-01,7.413341E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.029241E-01,7.915945E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.590351E-01,1.226361E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.745203E-01,1.274831E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.549508E-01,9.260460E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.702916E-01,9.680845E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.069050E-01,1.070857E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.223337E-01,1.116123E+04,5.440203E-01,0.000000E+00,0.000000E+00
00:30:00,1.530350E+00,3.598417E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.665152E+00,4.316966E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.705948E-01,9.885518E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.409336E-01,9.041707E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.426275E+00,3.067058E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.532687E+00,3.588511E+04,5.440203E-01,0.000000E+00,0.000000E+00,6.865416E-01,7.498965E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.068307E-01,8.004686E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.630701E-01,1.237585E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.785726E-01,1.286300E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.588926E-01,9.356853E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.742512E-01,9.779623E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.108986E-01,1.081291E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.263446E-01,1.126798E+04,5.440203E-01,0.000000E+00,0.000000E+00
00:45:00,1.533594E+00,3.606046E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.668453E+00,4.325523E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.728496E-01,9.911122E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.431489E-01,9.065526E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.429474E+00,3.073937E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.535933E+00,3.596112E+04,5.440203E-01,0.000000E+00,0.000000E+00,6.902768E-01,7.583462E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.105750E-01,8.092072E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.669452E-01,1.248630E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.824641E-01,1.297584E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.626751E-01,9.451772E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.780507E-01,9.876870E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.147297E-01,1.091557E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.301924E-01,1.137300E+04,5.440203E-01,0.000000E+00,0.000000E+00
01:00:00,1.536689E+00,3.613323E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.671600E+00,4.333682E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.750104E-01,9.935657E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.452782E-01,9.088420E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.432527E+00,3.080502E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.539030E+00,3.603362E+04,5.440203E-01,0.000000E+00,0.000000E+00,6.938567E-01,7.666718E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.141692E-01,8.178215E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.706676E-01,1.259503E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.862023E-01,1.308691E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.663099E-01,9.545330E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.817017E-01,9.972704E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.184103E-01,1.101669E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.338888E-01,1.147643E+04,5.440203E-01,0.000000E+00,0.000000E+00
01:15:00,1.539695E+00,3.620391E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.674655E+00,4.341602E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.771477E-01,9.959926E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.473890E-01,9.111115E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.435493E+00,3.086880E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.542038E+00,3.610404E+04,5.440203E-01,0.000000E+00,0.000000E+00,6.974160E-01,7.735480E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.177462E-01,8.249468E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.743796E-01,1.268563E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.899287E-01,1.317949E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.699241E-01,9.622843E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.853312E-01,1.005215E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.220670E-01,1.110061E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.375603E-01,1.156231E+04,5.440203E-01,0.000000E+00,0.000000E+00
01:30:00,1.542570E+00,3.627151E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.677576E+00,4.349174E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.791971E-01,9.983197E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.494140E-01,9.132888E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.438331E+00,3.092983E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.544915E+00,3.617140E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.007826E-01,7.802397E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.211302E-01,8.318797E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.778986E-01,1.277373E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.934614E-01,1.326952E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.733575E-01,9.698394E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.887791E-01,1.012957E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.255401E-01,1.118235E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.410475E-01,1.164594E+04,5.440203E-01,0.000000E+00,0.000000E+00
01:45:00,1.545322E+00,3.633623E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.680371E+00,4.356421E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.811637E-01,1.000553E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.513579E-01,9.153789E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.441049E+00,3.098827E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.547669E+00,3.623589E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.039609E-01,7.867493E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.243395E-01,8.386389E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.812233E-01,1.285930E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.967992E-01,1.335694E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.766072E-01,9.771924E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.920426E-01,1.020491E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.288268E-01,1.126185E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.443476E-01,1.172728E+04,5.440203E-01,0.000000E+00,0.000000E+00
02:00:00,1.547960E+00,3.639824E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.683049E+00,4.363363E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.830523E-01,1.002697E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.532252E-01,9.173866E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.443654E+00,3.104429E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.550308E+00,3.629768E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.069685E-01,7.930943E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.273714E-01,8.452190E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.843572E-01,1.294236E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.999454E-01,1.344178E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.796720E-01,9.843392E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.951204E-01,1.027812E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.319259E-01,1.133907E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.474593E-01,1.180626E+04,5.440203E-01,0.000000E+00,0.000000E+00
02:15:00,1.550489E+00,3.645773E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.685616E+00,4.370019E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.848674E-01,1.004758E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.550204E-01,9.193168E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.446153E+00,3.109804E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.552840E+00,3.635696E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.098490E-01,7.985726E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.302705E-01,8.508994E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.873511E-01,1.301426E+04,5.440203E-01,0.000000E+00,0.000000E+00,9.029508E-01,1.351525E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.826012E-01,9.905146E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.980619E-01,1.034141E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.348874E-01,1.140586E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.504327E-01,1.187460E+04,5.440203E-01,0.000000E+00,0.000000E+00
02:30:00,1.552918E+00,3.651483E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.688080E+00,4.376407E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.866132E-01,1.006741E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.567474E-01,9.211737E+03,5.440203E-01,0.000000E+00,0.000000E+00,1.448553E+00,3.114964E+04,5.440203E-01,0.000000E+00,0.000000E+00,1.555270E+00,3.641385E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.126144E-01,8.039393E+03,5.440203E-01,0.000000E+00,0.000000E+00,7.330533E-01,8.564622E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.902225E-01,1.308455E+04,5.440203E-01,0.000000E+00,0.000000E+00,9.058334E-01,1.358707E+04,5.440203E-01,0.000000E+00,0.000000E+00,7.854119E-01,9.965581E+03,5.440203E-01,0.000000E+00,0.000000E+00,8.008845E-01,1.040333E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.377284E-01,1.147119E+04,5.440203E-01,0.000000E+00,0.000000E+00,8.532851E-01,1.194144E+04,5.440203E-01,0.000000E+00,0.000000E+00
